Iteration,Timestep,StratumId,SecondaryStratumId,TertiaryStratumId,TransitionGroupId,AttributeValue,Amount,DistributionType,DistributionFrequencyId,DistributionSD,DistributionMin,DistributionMax
,,,,,Aquaculture_expansion,,4.0,,,,,
