Iteration,Timestep,StratumId,SecondaryStratumId,TertiaryStratumId,TransitionGroupId,Amount,DistributionType,DistributionFrequencyId,DistributionSD,DistributionMin,DistributionMax
,0,,,,Aquaculture_expansion,10,,,,,
